Top Depth,Bot Depth,Mid Depth,MSA,Chloride,Nitrate,Sulfate,Sodium,Ammonium,Potassium,Magnesium,Calcium,Sr88(LR),Cd111(LR),Cs133(LR),Ba137(LR),La139(LR),Ce140(LR),Pr141(LR),Pb208(LR),Bi209(LR),U238(LR),As75(LR),Li7(LR),Al27(MR),S32(MR),Ca44(MR),Ti47(MR),V51(MR),Cr52(MR),Mn55(MR),Fe56(MR),Co59(MR),Cu63(MR),Zn66(MR),As75(HR),K39(HR),Na23(MR),Mg24(MR),Cu No Volcs
93.21570055,93.28984419,93.25277237,4.7,1.51,23.11,40.76,0.36,3.17,0.21,0.45,1.75,17.447,0.414,4.398,104.265,2.01,4.502,0.537,23.346,0.384,16187.487,9.724,31.956,7.381,7.509,3.37,634.812,6.06,25.766,94.129,3.935,3.235,2.731,21.805,9.372,3.456,3.682,3.431,2.731
93.28984419,93.36146411,93.32565415,3.36,14.75,58.53,93.32,0.78,3.29,0.29,0.55,2.89,35.419,0.757,3.324,306.771,1.763,3.732,4.04,60.042,0.534,5887.478,17.592,45.272,15.759,24.989,5.581,1502.964,16.548,10.642,234.293,9.782,5.192,15.464,55.443,16.768,5.566,6.387,5.418,15.464
93.36146411,93.43480004,93.39813208,4.91,3.07,36.01,100.32,0.52,9.79,0.69,0.34,1.18,20.057,2.233,2.005,129.644,8.722,26.395,3.98,135.295,1.137,7433.435,12.357,22.912,9.339,40.712,2.799,73.917,4.448,5.675,72.661,2.756,1.791,24.146,150.851,15.31,4.918,4.311,3.493,24.146
93.43480004,93.51267526,93.47373765,0.8,10.59,226.38,294,1.18,73.22,6.85,1.17,4.67,29.255,5.054,1.47,123.255,13.851,39.205,5.598,193.564,1.74,11587.923,21.347,16.932,9.833,45.03,4.765,148.166,5.904,10.84,118.175,4.262,2.693,39.704,329.629,22.498,10.323,4.482,4.701,39.704
93.51267526,93.59179327,93.55223426,1.21,8.92,43.29,95.37,4.64,11.44,0.98,3.21,17.14,121.032,1.903,4.266,243.469,13.616,29.501,3.447,69.338,0.544,1672.333,23.917,35.081,20.94,23.836,19.588,667.487,29.408,24.279,436.313,11.76,13.443,19.342,113.998,26.248,6.956,11.038,10.445,19.342
93.59179327,93.64549054,93.6186419,0.74,17.19,12.47,76.12,6.69,2.71,1.29,3.29,13.04,116.715,1.454,5.987,150.891,2.504,5.468,0.693,44.891,0.407,10437.625,11.379,26.218,15.702,21.538,23.907,631.701,19.438,22.198,210.451,6.534,28.623,33.102,265.546,14.06,6.216,14.801,9.173,33.102
93.64549054,93.67630591,93.66089822,1.23,19.46,28.88,52.56,18.27,6.28,19.71,1.54,16.5,37.563,0.817,1.151,65.254,1.051,2.38,0.289,30.275,0.269,18926.809,9.164,17.197,7.878,15.034,6.339,120.109,6.423,13.521,71.333,2.508,2.9,27.711,51.563,9.372,3.311,10.418,5.606,27.711
93.67630591,93.7557013,93.7160036,5.06,8.84,23.01,120.2,7.83,2.36,2.54,1.44,7.69,421.65,2.018,1.079,207.66,12.486,17.303,2.393,70.894,0.563,8457.181,16.53,21.821,21.022,90.864,3065.882,514.218,23.317,18.394,530.999,3.858,4.18,45.673,43.321,15.414,7.316,14.878,42.898,45.673
93.7557013,93.84707042,93.80138586,7.14,8.11,28.4,329.19,1.24,3.59,0.71,0.91,3.78,19.985,1.454,0.723,78.647,1.04,2.116,0.263,66.321,0.21,2390.851,8.14,13.402,6.117,67.469,4.284,114.071,5.837,7.226,65.283,1.385,2.157,17.361,35.079,10.83,1.825,3.942,4.667,17.361
93.84707042,93.92558108,93.88632575,7.54,5.83,30.39,221.46,0.86,4.43,0.63,0.68,2.68,40.493,0.473,0.272,37.916,1.122,1.703,0.24,20.27,0.085,1191.434,3.318,11.563,4.485,18.08,265.544,13.095,1.387,6.877,56.354,0.422,1.56,7.507,61.453,4.475,1.307,3.489,7.79,7.507
93.92558108,94.00479221,93.96518664,7.94,3.55,32.38,113.74,0.47,5.27,0.55,0.45,1.57,23.788,0.551,0.338,52.597,0.412,0.972,0.137,32.799,0.093,5390.696,4.811,12.204,5.234,29.908,3.975,122.719,4.879,8.436,40.711,1.116,2.528,14.513,87.827,4.475,1.161,3.459,4.638,14.513
94.00479221,94.08079195,94.04279208,7.63,12.14,65.55,116.18,0.8,5.44,0.55,0.96,3.3,71.611,1.041,2.734,207.881,3.912,9.617,1.221,65.189,0.338,1936.629,15.918,27.955,23.581,35.577,11.062,1064.165,33.926,23.805,416.284,12.062,12.918,153.848,57.674,20.102,4.871,6.675,9.172,42.019
94.08079195,94.16,94.12039597,8.32,13.81,112.01,98.33,2.37,9.76,1.28,2.4,15.53,256.991,1.069,7.356,436.81,10.039,24.522,2.992,106.204,0.624,3081.806,30.859,52.646,70.951,19.568,45.499,3767.443,102.988,68.447,1095.189,37.354,38.376,69.524,140.754,32.603,12.7,13.354,23.398,69.524
94.16,94.23585542,94.19792771,9,15.49,158.47,80.49,3.94,14.08,2.02,3.85,27.75,144.036,1.725,5.761,271.077,9.27,22.434,2.752,84.331,1.223,6468.238,27.6,38.29,32.588,23.806,23.761,1061.91,42.218,26.786,521.157,16.306,14.833,27.318,119.712,33.645,9.361,9.357,12.261,27.318
94.23585542,94.31193939,94.27389741,2.03,5.88,22.69,59.05,5.04,3.14,3.96,4.4,30.03,193.584,1.065,9.47,361.312,14.268,32.243,3.686,74.44,1.095,4902.415,32.571,52.14,41.888,14.91,34.753,1481.367,59.771,44.468,741.557,23.86,21.895,31.076,94.324,35.624,13.033,11.522,17.08,31.076
94.31193939,94.38881818,94.35037879,1.05,6.32,12.28,24.85,5.87,1.91,0.55,1.64,11.52,80.829,0.583,3.817,113.293,2.134,4.888,0.601,27.743,0.247,1809.213,8.269,28.109,14.562,8.583,14.093,476.271,15.709,28.408,225.032,6.56,6.089,25.529,66.592,8.851,4.298,15.31,7,25.529
94.38881818,94.46381818,94.42631818,0.08,37.07,9.63,53.23,6.09,2.17,0.4,1.56,5.99,57.862,0.835,1.942,108.679,1.009,2.35,0.286,51.845,0.629,3888.32,10.973,18.342,9.21,17.122,10.183,228.214,7.003,25.608,142.542,3.346,4.095,7.663,47.196,13.226,2.818,9.783,5.306,7.663
94.46381818,94.5284557,94.49613694,0.26,4.31,12.4,48.47,2.7,2.16,0.25,0.96,3.73,26.377,0.647,0.713,61.084,0.669,1.228,0.182,30.155,0.907,950.822,8.861,15.533,5.097,18.221,7.153,216.156,4.908,9.21,81.311,1.768,3.089,4.72,75.515,9.267,1.755,5.179,4.496,4.72
94.5284557,94.602,94.56522785,0.46,7.89,9.74,89.09,3.59,3.16,0.3,0.73,2.45,50.397,1.413,2.9,112.772,1.502,3.16,0.439,51.021,1.608,3144.983,27.69,24.639,17.7,33.185,8.329,879.118,12.782,9.439,167.548,5.114,6.034,28.234,45.644,29.582,3.196,10.758,5.35,28.234
94.602,94.6105478,94.6062739,0.42,4.33,9.96,144.9,2,1.34,0.34,0.6,2.46,21.362,1.156,3.784,311.862,1.068,2.583,0.334,34.01,1.075,4553.879,18.88,85.842,22.745,20.287,4.146,5722.185,61.242,54.066,449.467,25.01,5.577,20.417,54.374,21.456,14.09,6.736,13.746,20.417
94.6105478,94.65895197,94.63474989,1.98,1.8,5.71,20.59,0.99,2.86,0.26,0.74,3.83,43.685,0.89,1.687,91.426,2.619,5.783,0.688,39.384,0.501,2094.313,11.295,18.636,7.666,18.728,7.566,256.058,7.686,11.386,209.101,3.054,3.461,10.728,36.921,11.976,2.84,5.04,4.921,10.728
94.65895197,94.70899619,94.68397408,3.37,5.41,17.61,103.48,1.28,5.4,0.36,1.6,11.38,34.245,0.597,1.471,64.964,1.664,3.682,0.443,36.526,0.206,1298.149,6.788,15.879,6.527,23.969,7.171,157.916,5.547,5.58,100.569,2.125,2.674,3.749,27.713,6.559,1.932,4.087,4.97,3.749
94.70899619,94.75849276,94.73374447,3.5,2.21,26.88,85.69,0.41,3.78,0.25,0.48,5.27,20.766,0.73,0.777,69.536,0.768,1.573,0.186,40.63,0.159,1198.733,4.972,13.859,5.167,19.962,4.121,65.013,3.37,4.029,59.022,0.892,1.956,4.4,16.863,4.267,2.028,3.569,3.722,4.4
94.75849276,94.81248053,94.78548665,5.08,5.2,37.47,123.73,0.79,2.89,0.39,0.54,2.41,11.695,0.285,0.743,47.448,0.655,1.239,0.169,29.74,0.199,6180.997,5.597,13.094,3.491,22.572,2.846,41.012,1.662,1.872,39.772,0.812,1.858,3.501,16.768,5.83,1.2,3.916,3.457,3.501
94.81248053,94.8701594,94.84131997,8.67,1.1,7.18,35.76,0.59,8.16,0.48,0.34,1.72,33.076,0.372,1.302,131.817,2.835,5.878,0.702,29.129,0.138,1682.364,7.265,21.093,11.376,15.152,4.967,519.857,11.586,9.408,117.958,4.066,3.716,3.446,15.41,7.913,3.769,6.077,4.778,3.446
94.8701594,94.93315206,94.90165573,10.41,2.45,10.57,72.25,1.36,4.37,1.19,1.43,4.41,23.171,0.464,0.804,73.585,1.168,2.495,0.319,33.055,0.143,1507.301,5.172,14.405,6.36,22.461,4.621,96.872,3.222,4.805,67.529,1.601,2.882,86.967,92.96,5.725,1.803,4.266,4.147,8.046
94.93315206,94.99115337,94.96215272,11.22,5.68,28.58,96.39,7.3,3.13,3.32,0.73,5.33,51.144,0.469,2.054,116.071,1.773,3.605,0.438,31.47,0.239,5938.583,8.61,19.72,12.515,9.971,7.164,226.387,6.52,7.811,138.64,2.959,3.399,12.645,27.816,7.705,3.496,6.208,4.276,12.645
94.99115337,95.05074505,95.02094921,9.13,4.48,37.36,68.66,13.31,7.64,1.88,0.96,6.05,250.972,0.647,22.841,1198.571,24.03,55.062,6.771,138.683,1.43,21332.649,66.729,149.804,85.693,32.77,32.287,5098.169,78.679,47.982,1964.94,44.673,44.8,65.837,342.233,74.068,40.494,23.313,15.023,65.837
95.05074505,95.13286202,95.09180353,7.03,3.28,46.14,40.93,19.32,12.15,0.43,1.2,6.77,233.18,1.062,9.606,720.215,26.164,70.439,7.586,216.3,2.788,10714.745,75.89,70.343,47.559,90.216,31.982,3188.02,59.681,41.667,962.773,26.719,23.828,61.381,475.568,85.317,21.912,20.186,14.866,61.381
95.13286202,95.19718784,95.16502493,8.28,26.42,56.53,147.68,7.49,8.22,4.39,7.88,31.11,329.249,0.7,12.019,469.245,16.685,37.457,4.565,181.201,1.873,5177.9,39.572,65.079,50.103,50.943,57.639,1873.379,66.987,57.294,772.57,26.747,18.12,84.739,270.84,49.48,24.29,28.347,21.551,39.179
95.19718784,95.25131649,95.22425216,3.78,285.03,25.56,132.26,21.4,7.85,2.85,7.71,31.72,71.04,0.922,3.928,204.932,1.568,2.845,0.369,33.038,0.36,1650.049,10.02,40.785,17.716,16.288,10.422,752.572,20.277,17.682,237.614,10.371,4.693,16.977,66.111,10.518,7.286,17.254,9.263,16.977
95.25131649,95.3177245,95.28452049,6.63,6.45,11.59,34.73,4,3.81,0.74,1.36,4.98,583.074,1.66,7.629,548.343,18.531,27.863,3.652,36.12,0.329,3813.269,20.89,56.406,47.526,61.44,4264.947,2034.035,46.825,44.674,892.338,14.941,7.821,59.674,106.342,22.915,16.154,15.257,82.408,59.674
95.3177245,95.37113213,95.34442832,5.88,5.35,43.21,102.41,1.32,5.41,1.01,2.35,9.61,83.327,0.932,2.45,128.009,3.674,8.204,0.956,58.834,0.298,1839.323,7.033,19.982,19.217,41.974,18.482,459.25,19.639,14.755,147.29,5.6,5.004,34.808,146.572,9.267,5.076,9.075,7.522,34.808
95.37113213,95.429,95.40006607,2.8,4.3,50.97,53.48,0.8,7,0.49,1.42,8,113.569,1.796,4.174,186.101,2.66,7.154,0.983,75.26,0.415,4584.971,16.923,66.248,28.411,24.887,28.306,3022.834,43.749,25.679,735.084,24.272,14.26,267.559,172.263,17.289,33.993,56.998,11.971,43.665
95.429,95.48074682,95.45487341,2.59,5.8,89.84,64.99,0.57,6.01,0.65,0.54,2.51,59.092,2.66,2.246,279.159,14.4,36.056,4.816,67.978,0.608,14804.134,31.58,22.353,17.645,169.365,10.146,316.298,13.882,13.616,231.895,5.561,5.253,52.522,197.954,30.52,7.886,6.308,7.612,52.522
95.48074682,95.52819084,95.50446883,1.88,10.54,115.34,135.1,0.75,5.02,1.12,0.99,8.23,198.662,1.894,3.517,326.922,11.488,25.159,3.122,60.696,1.01,2279.76,29.667,28.266,40.078,42.757,25.601,1604.733,59.31,22.42,459.989,14.551,9.393,43.335,94.126,33.02,9.143,14.909,12.885,43.335
95.52819084,95.57877241,95.55348162,1.27,10.06,76.68,140.52,0.66,8.88,0.58,0.8,5.15,174.882,1.67,4.72,205.698,7.984,18.089,2.159,68.418,0.846,1611.433,21.437,30.912,25.99,26.543,27.347,640.485,36.72,29.302,373.246,12.719,9.473,21.661,72.412,24.373,8.259,16.449,13.532,21.661
95.57877241,95.66563302,95.62220271,3.04,1.28,15.32,35.14,0.48,3.34,0.48,0.44,2.22,92.453,1.894,2.375,166.571,2.5,9.576,0.666,66.561,1.828,1263.679,27.954,29.568,17.929,35.933,14.93,465.375,20.151,24.841,220.239,6.562,4.662,15.345,67.083,27.082,4.892,10.766,7.02,15.345
95.66563302,95.71945462,95.69254382,5.75,4.13,25.67,92.77,0.99,3.58,0.67,0.59,1.92,49.313,1.372,1.143,82.621,1.45,3.664,0.438,56.152,0.816,974.232,15.274,13.858,7.647,24.441,9.63,180.13,10.019,8,137.182,2.789,2.949,11.724,47.878,18.748,3.006,4.94,5.224,11.724
95.71945462,95.77506314,95.74725888,6.24,7.25,68.75,102.26,0.65,12.79,1.1,0.7,3.17,22.925,0.844,0.518,56.953,0.919,2.119,0.27,47.564,0.165,995.279,5.829,12.941,5.535,32.111,6.245,114.118,4.105,7.107,50.817,1.179,1.779,8.809,76.001,8.642,1.785,4.289,5.895,8.809
95.77506314,95.83000229,95.80253272,6.33,7.81,47.78,103.66,2.61,14.94,1.31,1.82,10.21,139.008,0.391,0.472,79.386,1.522,3.125,0.38,22.889,0.114,930.06,4.515,14.135,26.956,19.055,17.673,1227.623,4.031,3.982,52.415,1.929,4.271,6.398,190.979,3.017,1.555,8.213,4.85,6.398
95.83000229,95.88181327,95.85590778,4.87,9.91,40.76,106.82,5.06,7.56,1.99,2.63,14.33,20.222,0.482,0.762,46.771,0.612,1.326,0.17,25.861,0.116,941.49,4.773,11.807,4.592,20.348,4.103,45.346,3.37,5.113,38.257,1.067,1.822,7.067,17.058,4.892,1.503,3.588,4.83,7.067
95.88181327,95.93433373,95.9080735,3.67,13.27,44.5,105.81,4.34,9,2.27,4.22,12.81,43.857,1.133,1.238,105.728,2.072,5.665,0.624,53.765,0.333,2055.262,10.349,14.626,8.247,34.405,8.612,147.127,8.57,10.017,186.646,2.433,5.717,7.883,66.499,9.997,2.97,4.727,4.835,7.883
95.93433373,95.99331727,95.9638255,2.72,12.21,21.9,113.69,2.22,0.32,4.51,3.64,5.73,31.139,1.032,0.761,84.303,1.227,2.554,0.302,45.038,0.18,1042.125,9.422,13.209,7.673,31.222,4.643,105.114,6.074,4.955,138.725,1.622,3.302,8.698,36.925,8.121,2.391,3.988,4.343,8.698
95.99331727,96.03957267,96.01644497,0.22,7.54,25.02,74.75,2.8,4.23,5.56,3.34,5.45,16.821,0.776,0.549,55.913,0.485,1.001,0.118,28.518,0.162,639.122,7.297,11.464,4.521,10.602,3.14,66.816,3.318,6.665,31.228,0.963,1.724,4.84,21.222,7.809,1.89,3.424,3.951,4.84
96.03957267,96.09237832,96.06597549,2.29,2.86,28.15,35.81,0.39,8.14,1.01,0.55,1.75,68.815,1.445,2.171,144.199,2.322,5.127,0.635,52.118,0.508,2650.892,14.682,20.782,15.742,21.941,10.614,440.274,24.534,16.527,204.465,6.673,6.162,11.183,70.376,15.31,5.079,5.891,8.96,11.183
96.09237832,96.14313162,96.11775497,1.94,6.41,48.69,79.47,0.68,11.8,0.91,0.92,3.7,157.555,1.097,3.402,175.634,5.753,14.007,1.636,49.273,0.4,2026.208,13.536,29.025,23.358,18.013,24.695,559.323,32.919,27.076,306.197,11.459,7.909,14.144,58.251,14.581,7.306,12.112,13.123,14.144
96.14313162,96.19514871,96.16914016,1.93,2.97,28.13,41.93,0.61,3.66,1.03,0.8,3.21,246.294,0.748,4.633,207.069,9.184,22.888,2.637,46.428,0.292,1401.523,12.39,37.268,30.974,14.086,38.776,678.371,41.304,37.625,407.928,16.245,9.656,17.105,46.127,13.851,9.533,18.333,17.286,17.105
96.19514871,96.2512365,96.2231926,1.61,4.73,17.65,25.76,3.26,2.01,1,1.03,5.34,50.186,0.414,0.815,49.166,0.702,1.32,0.175,19.024,0.13,364.795,4.097,12.477,5.462,7.531,8.873,38.746,4.492,4.916,71.626,1.298,1.895,6.113,23.645,3.85,1.61,8.371,5.888,6.113
96.2512365,96.30225354,96.27674502,0.48,3.96,8.88,29.8,2.83,2.68,0.4,0.94,4.4,31.713,0.258,1.28,47.793,1.426,3.075,0.371,16.244,0.078,652.989,4.458,13.236,5.265,4.511,5.299,59.061,2.88,7.811,47.842,1.335,1.627,6.178,9.502,5.413,1.567,7.053,5.212,6.178
96.30225354,96.35749898,96.32987626,3.31,5.34,13.14,22.13,3.9,2.06,0.85,0.9,3.95,29.052,0.317,1.59,59.73,0.406,0.985,0.117,17.104,0.132,624.498,5.964,13.812,6.389,6.775,4.834,51.77,4.046,3.729,55.347,1.561,1.956,3.474,11.73,6.455,2.064,6.889,5.242,3.474
96.35749898,96.41144198,96.38447048,3.49,5.05,8.28,22.26,4.23,2.26,0.33,0.85,3.5,40.232,0.84,1.74,115.885,1.253,2.952,0.356,23.441,0.277,987.271,8.411,21.695,10.403,10.199,6.753,573.419,16.934,16.97,186.905,5.168,5.571,6.141,36.146,8.121,3.501,7.24,6.313,6.141
96.41144198,96.4684173,96.43992964,3.38,8.55,14.8,25.34,5.66,2.56,0.53,1.55,8.98,39.139,0.579,0.943,81.075,0.764,1.714,0.214,18.637,0.161,903.179,4.58,15.295,8.491,4.703,6.914,175.352,7.605,11.386,110.802,2.83,3.351,8.809,46.225,5.517,2.405,6.994,5.871,8.809
96.4684173,96.52005519,96.49423625,3.88,16.69,23.05,58.86,12.91,5.95,1.51,5.85,42.03,23.562,0.547,0.676,46.815,1.642,3.334,0.35,25.822,0.196,754.763,7.239,12.687,4.584,13.062,4.603,49.196,3.467,8.807,74.815,1.412,3.82,8.085,29.942,7.496,1.357,3.557,4.34,8.085
96.52005519,96.57245963,96.54625741,2.25,3.98,21.18,67.32,2.91,6.88,0.78,3.25,17.21,48.848,0.62,0.923,72.891,1.559,3.832,0.56,21.593,0.167,1731.857,7.799,14.094,10.437,23.977,8.32,370.807,10.145,12.486,131.85,3.006,3.052,7.594,53.502,8.434,2.342,5.615,5.748,7.594
96.57245963,96.62629691,96.59937827,2.68,3.65,39.42,59.14,1.63,8.74,0.9,1.89,8.1,18.543,0.313,1.152,43.684,0.486,1.026,0.158,17.365,0.06,1210.458,3.672,12.362,4.766,5.83,3.137,181.74,1.595,8.096,47.142,0.998,1.505,7.104,12.989,3.746,1.157,3.458,4.496,7.104
96.62629691,96.68028656,96.65329173,3.84,0.85,22.45,30.63,0.29,5.01,0.3,0.28,1.39,12.981,0.464,0.424,45.688,0.378,1.014,0.164,24.459,0.079,1248.658,3.376,11.564,3.847,10.854,2.887,59.221,2.323,8.705,63.534,1.102,2.144,6.425,19.574,2.288,1.218,3.404,3.908,6.425
96.68028656,96.73445158,96.70736907,2.46,3.64,42.75,84.09,0.34,12.64,0.73,0.5,2.29,17.899,0.524,0.481,54.912,0.612,1.843,0.256,33.639,0.103,1421.602,5.61,12.701,5.169,16.294,3.129,257.309,6.724,4.939,77.65,1.098,2.37,8.102,48.765,7.601,1.551,3.299,4.584,8.102
96.73445158,96.79413636,96.76429397,1.1,1.39,26.94,27.21,0.42,7.17,0.5,0.31,1.19,16.019,0.4,0.491,59.793,0.46,1.158,0.169,25.99,0.086,864.183,3.401,11.953,5.306,8.831,2.803,109.551,6.759,11.18,47.522,1.862,1.742,16.521,20.159,8.017,1.714,3.575,4.595,16.521
96.79413636,96.84911509,96.82162573,0.87,3.48,33.39,75.98,0.93,16.23,1.2,0.93,4.56,38.298,1.326,1.792,115.318,3.413,9.507,1.252,81.642,0.493,2243.196,24.078,22.576,11.064,28.721,5.829,289.005,13.584,11.385,204.767,5.369,7.765,20.351,105.369,29.061,4.693,5.638,5.831,20.351
96.84911509,96.90633003,96.87772256,1.78,7.43,65.76,127.68,3.62,27.74,3.07,3.64,21.22,34.837,0.423,0.781,75.159,0.722,1.736,0.237,25.583,0.193,742.39,5.932,15.804,5.965,12.248,6.098,174.422,6.84,8.052,89.97,2.394,5.675,10.937,27.62,8.59,1.901,7.31,5.833,10.937
96.90633003,96.96289708,96.93461355,1.03,16.42,17.67,74.92,7.02,4.92,0.9,3.15,23.28,37.157,1.115,1.799,120.97,3.47,8.721,1.08,55.663,0.364,1808.564,14.86,21.37,9.396,23.465,6.251,357.241,11.103,16.408,155.905,4.174,7.168,13.517,65.184,17.862,3.577,5.635,6.018,13.517
96.96289708,97.01668783,96.98979246,0.28,16.52,16.48,61.71,9.53,4.11,0.73,2.77,13.75,53.655,0.446,1.071,90.525,0.984,2.314,0.305,25.176,0.301,620.597,8.462,19.656,6.623,15.665,9.394,239.293,6.921,4.924,132.418,2.927,9.607,5.352,35.081,9.163,2.088,11.045,7.072,5.352
97.01668783,97.0641461,97.04041697,1.61,4.88,13.04,64.46,2.74,3.96,0.56,1.16,4.52,36.016,0.904,1.806,126.622,3.527,7.935,0.909,29.684,0.236,1373.932,5.642,20.164,7.728,18.208,6.674,425.476,8.622,21.431,107.044,2.978,6.571,6.682,24.999,6.663,2.461,5.631,6.205,6.682
97.0641461,97.11721313,97.09067962,3.9,9.13,12.07,63.51,5.23,7.38,0.84,1.21,2.78,49.467,1.262,1.694,125.689,2.383,5.447,0.703,47.695,0.378,2130.691,13.446,18.629,9.652,24.083,14.438,481.731,10.851,11.251,213.605,4.198,11.784,22.955,31.493,15.101,2.987,10.029,18.441,22.955
97.11721313,97.17276324,97.14498819,4.98,5.69,38.95,60.25,0.69,4.68,0.5,0.54,1.78,14.463,0.638,0.403,39.599,0.328,0.806,0.121,27.309,0.162,769.124,6.345,11.583,3.921,13.843,3.041,56.935,1.328,9.622,57.771,0.727,4.491,19.49,37.986,3.329,1.319,3.628,4.773,19.49
97.17276324,97.23628346,97.20452335,5.15,1.11,31.59,29.17,0.32,4.94,0.31,0.4,2.2,18.92,0.629,1.269,49.066,0.585,1.311,0.162,25.214,0.112,937.939,6.492,15.805,6.008,8.835,3.71,143.617,2.961,9.867,66.841,1.688,4.754,7.608,35.857,6.559,1.552,3.553,5.489,7.608
97.23628346,97.25891854,97.247601,5.66,14.16,57.61,140.06,0.55,7.25,0.52,0.55,2.21,18.743,1.046,2.717,121.264,1.952,3.798,0.49,35.175,0.591,1670.386,15.886,21.699,7.028,37.898,6.175,253.79,4.559,6,268.269,2.347,5.839,17.508,65.524,18.852,3.263,3.75,5.211,17.508
97.25891854,97.33277874,97.29584864,3.89,9.7,60.71,221.25,1.15,19.43,1.08,2.08,8.8,155.437,1.326,2.028,203.591,4.35,10.285,1.286,38.547,0.844,2154.385,16.227,23.354,25.825,64.061,18.305,631.973,37.091,15.427,373.412,9.441,14.467,34.358,108.275,17.81,4.757,8.878,11.066,34.358
97.33277874,97.38394805,97.3583634,1.05,5.2,49.61,95.1,1.47,11.61,0.77,1.9,13.02,88.868,0.808,1.992,139.248,1.984,4.423,0.553,43.04,0.279,1169.742,11.816,22.446,16.035,18.983,13.446,431.16,34.067,19.81,267.145,7.273,5.315,15.904,54.957,8.538,4.174,6.245,9.58,15.904
97.38394805,97.46,97.42197403,1.03,7.03,77.38,103.64,1.31,61.47,2.71,2.01,11.23,188.044,2.655,9.325,188.578,9.118,22.945,2.94,51.881,0.491,2068.232,18.407,103,36.783,27.249,21.207,2591.533,55.297,28.978,546.136,24.329,12.747,25.03,203.875,55.627,12.724,9.981,11.14,25.03
97.46,97.49957214,97.47978607,1,9.17,20.5,99.99,5.05,14.22,2.67,2.93,8.35,139.928,3.008,2.66,241.733,7.673,16.413,1.822,60.721,0.449,1794.165,24.999,31.589,29.297,32.542,17.319,557.489,24.721,22.325,213.17,6.952,4.814,34.156,145.703,24.998,6.242,13.555,9.093,34.156
97.49957214,97.54308146,97.5213268,3.21,30.04,33.07,88.99,11.61,7.85,1.49,7.16,53.72,334.839,1.669,16.37,399.073,15.12,37.591,4.16,98.95,1.66,2703.073,36.932,78.53,54.952,28.268,58.567,1248.281,77.073,61.361,787.009,31.183,18.993,32.699,136.293,35.52,18.678,23.544,25.359,32.699
97.54308146,97.59207554,97.5675785,1.68,58.42,21.23,68.07,12.13,6.04,1.32,7.1,56.1,305.866,0.799,11.511,312.915,15.028,35.497,4.222,58.12,1.66,2543.744,25.205,55.172,38.305,18.81,59.642,894.7,52.577,38.93,629.113,20.374,12.681,28.143,115.16,26.665,13.347,18.301,19.695,28.143
97.59207554,97.64158273,97.61682914,1.69,115.6,14.13,70.67,9.89,4.59,0.74,2.59,13.02,224.51,1.619,3.496,589.954,4.867,11.06,1.456,62.258,2.4,1727.405,23.588,26.57,38.765,23.45,33.957,821.41,32.284,10.064,382.91,9.46,6.638,23.659,64.846,24.165,6.905,22.901,11.296,23.659
97.64158273,97.69067626,97.6661295,0.64,44.47,13.21,41.77,14.27,4.88,0.83,2.34,15.73,162.344,0.4,4.15,206.331,4.2,9.356,1.186,32.785,0.606,1013.53,10.22,27.646,37.857,8.255,23.457,624.426,29.825,14.739,235.724,8.102,4.839,15.472,30.622,14.481,6.53,21.835,9.165,15.472
97.69067626,97.73840484,97.71454055,0.65,20.94,3.98,24.96,13.52,4.39,0.41,1.99,4.96,685.821,1.426,0.959,184.407,22.55,32.382,4.055,22.333,0.55,2847.52,18.758,27.187,43.648,57.402,19.566,956.138,30.018,31.312,856.85,5.502,4.582,11.563,34.549,21.873,9.295,28.976,82.109,11.563
97.73840484,97.78773069,97.76306776,1.71,2.56,9.08,31.88,2.58,5.44,0.6,1.49,7.57,95.891,0.514,1.719,119.539,2.383,5.235,0.711,30.429,0.246,1155.56,8.732,16.9,21.358,10.184,15.675,267.177,12.849,15.728,126.736,4.523,3.265,7.654,38.476,8.434,3.991,9.683,6.01,7.654
97.78773069,97.83725444,97.81249256,0.46,3.11,9.85,23.71,2.31,4.8,0.39,0.83,4.32,54.326,0.794,0.539,103.984,1.156,2.448,0.284,17.555,0.464,619.619,4.084,11.688,11.891,7.427,31.015,96.033,6.216,6.569,62.513,1.544,2.035,25.758,133.092,1.767,1.927,7.997,6.489,25.758
97.83725444,97.88571885,97.86148665,1.23,6.85,17.45,49.69,4.36,5.24,0.46,1.9,10.64,53.966,0.595,0.78,83.782,0.897,2.067,0.231,17.821,0.271,613.209,4.657,12.495,11.262,8.712,19.78,99.642,5.302,7.206,58.281,1.658,2.059,17.526,81.906,,,,,
97.88571885,97.93622249,97.91097067,2.04,2.17,6.77,33.87,1.77,4.99,0.53,0.85,4.3,53.607,0.395,1.021,63.581,0.639,1.685,0.178,18.086,0.079,606.798,5.23,13.301,10.634,9.997,8.546,103.252,4.388,7.842,54.048,1.772,2.084,9.294,30.721,6.142,1.706,6.142,5.671,9.294
97.93622249,97.9854009,97.96081169,2.38,4.22,5.62,21.95,3.14,4.45,0.29,0.47,1.52,34.926,0.391,0.615,78.111,0.706,1.647,0.202,17.012,0.426,576.566,2.616,13.353,11.449,5.433,5.554,299.278,10.635,9.875,63.453,3.588,2.906,23.183,19.865,0.725,2.738,6.997,5.616,23.183
